Breakpoint 1 at 0x411854
Starting program: /challenge/integration-cimg-screenshot-win < exploit.cimg

Breakpoint 1, 0x0000000000411854 in handle_1337 ()
Dump of assembler code for function win:
   0x0000000000401576 <+0>:	endbr64
   0x0000000000407b50 <+26074>:	call   0x401180 <__errno_location@plt>
   0x0000000000407b55 <+26079>:	mov    edi,DWORD PTR [rax]
   0x0000000000407b57 <+26081>:	call   0x401280 <strerror@plt>
   0x0000000000407b5c <+26086>:	mov    edi,0x1
   0x0000000000407b61 <+26091>:	lea    rsi,[rip+0xa541]        # 0x4120a9
   0x0000000000407b68 <+26098>:	mov    rdx,rax
   0x0000000000407b6b <+26101>:	xor    eax,eax
   0x0000000000407b6d <+26103>:	call   0x401230 <__printf_chk@plt>
   0x0000000000407b72 <+26108>:	or     edi,0xffffffff
   0x0000000000407b75 <+26111>:	call   0x401260 <exit@plt>
   0x0000000000407b7a <+26116>:	movsxd rdx,eax
   0x0000000000407b7d <+26119>:	mov    rsi,rbp
   0x0000000000407b80 <+26122>:	mov    edi,0x1
   0x0000000000407b85 <+26127>:	call   0x4011a0 <write@plt>
   0x0000000000407b8a <+26132>:	lea    rdi,[rip+0xa5c3]        # 0x412154
   0x0000000000407b91 <+26139>:	call   0x401190 <puts@plt>
   0x0000000000407b96 <+26144>:	lea    rdi,[rip+0xa467]        # 0x412004
   0x0000000000407b9d <+26151>:	xor    esi,esi
   0x0000000000407b9f <+26153>:	xor    eax,eax
   0x0000000000407ba1 <+26155>:	call   0x401250 <open@plt>
   0x0000000000407ba6 <+26160>:	mov    edi,eax
   0x0000000000407ba8 <+26162>:	test   eax,eax
   0x0000000000407baa <+26164>:	jns    0x407be0 <win+26218>
   0x0000000000407bac <+26166>:	call   0x401180 <__errno_location@plt>
   0x0000000000407bb1 <+26171>:	mov    edi,DWORD PTR [rax]
   0x0000000000407bb3 <+26173>:	call   0x401280 <strerror@plt>
   0x0000000000407bb8 <+26178>:	lea    rsi,[rip+0xa44b]        # 0x41200a
   0x0000000000407bbf <+26185>:	mov    edi,0x1
   0x0000000000407bc4 <+26190>:	mov    rdx,rax
   0x0000000000407bc7 <+26193>:	xor    eax,eax
   0x0000000000407bc9 <+26195>:	call   0x401230 <__printf_chk@plt>
   0x0000000000407bce <+26200>:	call   0x4011e0 <geteuid@plt>
   0x0000000000407bd3 <+26205>:	test   eax,eax
   0x0000000000407bd5 <+26207>:	je     0x4015d9 <win+99>
   0x0000000000407bdb <+26213>:	jmp    0x4015c1 <win+75>
   0x0000000000407be0 <+26218>:	mov    edx,0x100
   0x0000000000407be5 <+26223>:	mov    rsi,rbp
   0x0000000000407be8 <+26226>:	call   0x401200 <read@plt>
   0x0000000000407bed <+26231>:	test   eax,eax
   0x0000000000407bef <+26233>:	jg     0x407c1b <win+26277>
   0x0000000000407bf1 <+26235>:	call   0x401180 <__errno_location@plt>
   0x0000000000407bf6 <+26240>:	mov    edi,DWORD PTR [rax]
   0x0000000000407bf8 <+26242>:	call   0x401280 <strerror@plt>
   0x0000000000407bfd <+26247>:	mov    edi,0x1
   0x0000000000407c02 <+26252>:	lea    rsi,[rip+0xa4a0]        # 0x4120a9
   0x0000000000407c09 <+26259>:	mov    rdx,rax
   0x0000000000407c0c <+26262>:	xor    eax,eax
   0x0000000000407c0e <+26264>:	call   0x401230 <__printf_chk@plt>
   0x0000000000407c13 <+26269>:	or     edi,0xffffffff
   0x0000000000407c16 <+26272>:	call   0x401260 <exit@plt>
   0x0000000000407c1b <+26277>:	movsxd rdx,eax
   0x0000000000407c1e <+26280>:	mov    rsi,rbp
   0x0000000000407c21 <+26283>:	mov    edi,0x1
   0x0000000000407c26 <+26288>:	call   0x4011a0 <write@plt>
   0x0000000000407c2b <+26293>:	lea    rdi,[rip+0xa522]        # 0x412154
   0x0000000000407c32 <+26300>:	call   0x401190 <puts@plt>
   0x0000000000407c37 <+26305>:	lea    rdi,[rip+0xa3c6]        # 0x412004
   0x0000000000407c3e <+26312>:	xor    esi,esi
   0x0000000000407c40 <+26314>:	xor    eax,eax
   0x0000000000407c42 <+26316>:	call   0x401250 <open@plt>
   0x0000000000407c47 <+26321>:	mov    edi,eax
   0x0000000000407c49 <+26323>:	test   eax,eax
   0x0000000000407c4b <+26325>:	jns    0x407c81 <win+26379>
   0x0000000000407c4d <+26327>:	call   0x401180 <__errno_location@plt>
   0x0000000000407c52 <+26332>:	mov    edi,DWORD PTR [rax]
   0x0000000000407c54 <+26334>:	call   0x401280 <strerror@plt>
   0x0000000000407c59 <+26339>:	lea    rsi,[rip+0xa3aa]        # 0x41200a
   0x0000000000407c60 <+26346>:	mov    edi,0x1
   0x0000000000407c65 <+26351>:	mov    rdx,rax
   0x0000000000407c68 <+26354>:	xor    eax,eax
   0x0000000000407c6a <+26356>:	call   0x401230 <__printf_chk@plt>
   0x0000000000407c6f <+26361>:	call   0x4011e0 <geteuid@plt>
   0x0000000000407c74 <+26366>:	test   eax,eax
   0x0000000000407c76 <+26368>:	je     0x4015d9 <win+99>
   0x0000000000407c7c <+26374>:	jmp    0x4015c1 <win+75>
   0x0000000000407c81 <+26379>:	mov    edx,0x100
   0x0000000000407c86 <+26384>:	mov    rsi,rbp
   0x0000000000407c89 <+26387>:	call   0x401200 <read@plt>
   0x0000000000407c8e <+26392>:	test   eax,eax
   0x0000000000407c90 <+26394>:	jg     0x407cbc <win+26438>
   0x0000000000407c92 <+26396>:	call   0x401180 <__errno_location@plt>
   0x0000000000407c97 <+26401>:	mov    edi,DWORD PTR [rax]
   0x0000000000407c99 <+26403>:	call   0x401280 <strerror@plt>
   0x0000000000407c9e <+26408>:	mov    edi,0x1
   0x0000000000407ca3 <+26413>:	lea    rsi,[rip+0xa3ff]        # 0x4120a9
   0x0000000000407caa <+26420>:	mov    rdx,rax
   0x0000000000407cad <+26423>:	xor    eax,eax
   0x0000000000407caf <+26425>:	call   0x401230 <__printf_chk@plt>
   0x0000000000407cb4 <+26430>:	or     edi,0xffffffff
   0x0000000000407cb7 <+26433>:	call   0x401260 <exit@plt>
   0x0000000000407cbc <+26438>:	movsxd rdx,eax
   0x0000000000407cbf <+26441>:	mov    rsi,rbp
   0x0000000000407cc2 <+26444>:	mov    edi,0x1
   0x0000000000407cc7 <+26449>:	call   0x4011a0 <write@plt>
   0x0000000000407ccc <+26454>:	lea    rdi,[rip+0xa481]        # 0x412154
   0x0000000000407cd3 <+26461>:	call   0x401190 <puts@plt>
   0x0000000000407cd8 <+26466>:	lea    rdi,[rip+0xa325]        # 0x412004
   0x0000000000407cdf <+26473>:	xor    esi,esi
   0x0000000000407ce1 <+26475>:	xor    eax,eax
   0x0000000000407ce3 <+26477>:	call   0x401250 <open@plt>
   0x0000000000407ce8 <+26482>:	mov    edi,eax
   0x0000000000407cea <+26484>:	test   eax,eax
   0x0000000000407cec <+26486>:	jns    0x407d22 <win+26540>
   0x0000000000407cee <+26488>:	call   0x401180 <__errno_location@plt>
   0x0000000000407cf3 <+26493>:	mov    edi,DWORD PTR [rax]
   0x0000000000407cf5 <+26495>:	call   0x401280 <strerror@plt>
   0x0000000000407cfa <+26500>:	lea    rsi,[rip+0xa309]        # 0x41200a
   0x0000000000407d01 <+26507>:	mov    edi,0x1
   0x0000000000407d06 <+26512>:	mov    rdx,rax
   0x0000000000407d09 <+26515>:	xor    eax,eax
   0x0000000000407d0b <+26517>:	call   0x401230 <__printf_chk@plt>
   0x0000000000407d10 <+26522>:	call   0x4011e0 <geteuid@plt>
   0x0000000000407d15 <+26527>:	test   eax,eax
   0x0000000000407d17 <+26529>:	je     0x4015d9 <win+99>
   0x0000000000407d1d <+26535>:	jmp    0x4015c1 <win+75>
   0x0000000000407d22 <+26540>:	mov    edx,0x100
   0x0000000000407d27 <+26545>:	mov    rsi,rbp
   0x0000000000407d2a <+26548>:	call   0x401200 <read@plt>
   0x0000000000407d2f <+26553>:	test   eax,eax
   0x0000000000407d31 <+26555>:	jg     0x407d5d <win+26599>
   0x0000000000407d33 <+26557>:	call   0x401180 <__errno_location@plt>
   0x0000000000407d38 <+26562>:	mov    edi,DWORD PTR [rax]
   0x0000000000407d3a <+26564>:	call   0x401280 <strerror@plt>
   0x0000000000407d3f <+26569>:	mov    edi,0x1
   0x0000000000407d44 <+26574>:	lea    rsi,[rip+0xa35e]        # 0x4120a9
   0x0000000000407d4b <+26581>:	mov    rdx,rax
   0x0000000000407d4e <+26584>:	xor    eax,eax
   0x0000000000407d50 <+26586>:	call   0x401230 <__printf_chk@plt>
   0x0000000000407d55 <+26591>:	or     edi,0xffffffff
   0x0000000000407d58 <+26594>:	call   0x401260 <exit@plt>
   0x0000000000407d5d <+26599>:	movsxd rdx,eax
   0x0000000000407d60 <+26602>:	mov    rsi,rbp
   0x0000000000407d63 <+26605>:	mov    edi,0x1
   0x0000000000407d68 <+26610>:	call   0x4011a0 <write@plt>
   0x0000000000407d6d <+26615>:	lea    rdi,[rip+0xa3e0]        # 0x412154
   0x0000000000407d74 <+26622>:	call   0x401190 <puts@plt>
   0x0000000000407d79 <+26627>:	lea    rdi,[rip+0xa284]        # 0x412004
   0x0000000000407d80 <+26634>:	xor    esi,esi
   0x0000000000407d82 <+26636>:	xor    eax,eax
   0x0000000000407d84 <+26638>:	call   0x401250 <open@plt>
   0x0000000000407d89 <+26643>:	mov    edi,eax
   0x0000000000407d8b <+26645>:	test   eax,eax
   0x0000000000407d8d <+26647>:	jns    0x407dc3 <win+26701>
   0x0000000000407d8f <+26649>:	call   0x401180 <__errno_location@plt>
   0x0000000000407d94 <+26654>:	mov    edi,DWORD PTR [rax]
   0x0000000000407d96 <+26656>:	call   0x401280 <strerror@plt>
   0x0000000000407d9b <+26661>:	lea    rsi,[rip+0xa268]        # 0x41200a
   0x0000000000407da2 <+26668>:	mov    edi,0x1
   0x0000000000407da7 <+26673>:	mov    rdx,rax
   0x0000000000407daa <+26676>:	xor    eax,eax
   0x0000000000407dac <+26678>:	call   0x401230 <__printf_chk@plt>
   0x0000000000407db1 <+26683>:	call   0x4011e0 <geteuid@plt>
   0x0000000000407db6 <+26688>:	test   eax,eax
   0x0000000000407db8 <+26690>:	je     0x4015d9 <win+99>
   0x0000000000407dbe <+26696>:	jmp    0x4015c1 <win+75>
   0x0000000000407dc3 <+26701>:	mov    edx,0x100
   0x0000000000407dc8 <+26706>:	mov    rsi,rbp
   0x0000000000407dcb <+26709>:	call   0x401200 <read@plt>
   0x0000000000407dd0 <+26714>:	test   eax,eax
   0x0000000000407dd2 <+26716>:	jg     0x407dfe <win+26760>
   0x0000000000407dd4 <+26718>:	call   0x401180 <__errno_location@plt>
   0x0000000000407dd9 <+26723>:	mov    edi,DWORD PTR [rax]
   0x0000000000407ddb <+26725>:	call   0x401280 <strerror@plt>
   0x0000000000407de0 <+26730>:	mov    edi,0x1
   0x0000000000407de5 <+26735>:	lea    rsi,[rip+0xa2bd]        # 0x4120a9
   0x0000000000407dec <+26742>:	mov    rdx,rax
   0x0000000000407def <+26745>:	xor    eax,eax
   0x0000000000407df1 <+26747>:	call   0x401230 <__printf_chk@plt>
   0x0000000000407df6 <+26752>:	or     edi,0xffffffff
   0x0000000000407df9 <+26755>:	call   0x401260 <exit@plt>
   0x0000000000407dfe <+26760>:	movsxd rdx,eax
   0x0000000000407e01 <+26763>:	mov    rsi,rbp
   0x0000000000407e04 <+26766>:	mov    edi,0x1
   0x0000000000407e09 <+26771>:	call   0x4011a0 <write@plt>
   0x0000000000407e0e <+26776>:	lea    rdi,[rip+0xa33f]        # 0x412154
   0x0000000000407e15 <+26783>:	call   0x401190 <puts@plt>
   0x0000000000407e1a <+26788>:	lea    rdi,[rip+0xa1e3]        # 0x412004
   0x0000000000407e21 <+26795>:	xor    esi,esi
   0x0000000000407e23 <+26797>:	xor    eax,eax
   0x0000000000407e25 <+26799>:	call   0x401250 <open@plt>
   0x0000000000407e2a <+26804>:	mov    edi,eax
   0x0000000000407e2c <+26806>:	test   eax,eax
   0x0000000000407e2e <+26808>:	jns    0x407e64 <win+26862>
   0x0000000000407e30 <+26810>:	call   0x401180 <__errno_location@plt>
   0x0000000000407e35 <+26815>:	mov    edi,DWORD PTR [rax]
   0x0000000000407e37 <+26817>:	call   0x401280 <strerror@plt>
   0x0000000000407e3c <+26822>:	lea    rsi,[rip+0xa1c7]        # 0x41200a
   0x0000000000407e43 <+26829>:	mov    edi,0x1
   0x0000000000407e48 <+26834>:	mov    rdx,rax
   0x0000000000407e4b <+26837>:	xor    eax,eax
   0x0000000000407e4d <+26839>:	call   0x401230 <__printf_chk@plt>
   0x0000000000407e52 <+26844>:	call   0x4011e0 <geteuid@plt>
   0x0000000000407e57 <+26849>:	test   eax,eax
   0x0000000000407e59 <+26851>:	je     0x4015d9 <win+99>
   0x0000000000407e5f <+26857>:	jmp    0x4015c1 <win+75>
   0x0000000000407e64 <+26862>:	mov    edx,0x100
   0x0000000000407e69 <+26867>:	mov    rsi,rbp
   0x0000000000407e6c <+26870>:	call   0x401200 <read@plt>
   0x0000000000407e71 <+26875>:	test   eax,eax
   0x0000000000407e73 <+26877>:	jg     0x407e9f <win+26921>
   0x0000000000407e75 <+26879>:	call   0x401180 <__errno_location@plt>
   0x0000000000407e7a <+26884>:	mov    edi,DWORD PTR [rax]
   0x0000000000407e7c <+26886>:	call   0x401280 <strerror@plt>
   0x0000000000407e81 <+26891>:	mov    edi,0x1
   0x0000000000407e86 <+26896>:	lea    rsi,[rip+0xa21c]        # 0x4120a9
   0x0000000000407e8d <+26903>:	mov    rdx,rax
   0x0000000000407e90 <+26906>:	xor    eax,eax
   0x0000000000407e92 <+26908>:	call   0x401230 <__printf_chk@plt>
   0x0000000000407e97 <+26913>:	or     edi,0xffffffff
   0x0000000000407e9a <+26916>:	call   0x401260 <exit@plt>
   0x0000000000407e9f <+26921>:	movsxd rdx,eax
   0x0000000000407ea2 <+26924>:	mov    rsi,rbp
   0x0000000000407ea5 <+26927>:	mov    edi,0x1
   0x0000000000407eaa <+26932>:	call   0x4011a0 <write@plt>
   0x0000000000407eaf <+26937>:	lea    rdi,[rip+0xa29e]        # 0x412154
   0x0000000000407eb6 <+26944>:	call   0x401190 <puts@plt>
   0x0000000000407ebb <+26949>:	lea    rdi,[rip+0xa142]        # 0x412004
   0x0000000000407ec2 <+26956>:	xor    esi,esi
   0x0000000000407ec4 <+26958>:	xor    eax,eax
   0x0000000000407ec6 <+26960>:	call   0x401250 <open@plt>
   0x0000000000407ecb <+26965>:	mov    edi,eax
   0x0000000000407ecd <+26967>:	test   eax,eax
   0x0000000000407ecf <+26969>:	jns    0x407f05 <win+27023>
   0x0000000000407ed1 <+26971>:	call   0x401180 <__errno_location@plt>
   0x0000000000407ed6 <+26976>:	mov    edi,DWORD PTR [rax]
   0x0000000000407ed8 <+26978>:	call   0x401280 <strerror@plt>
   0x0000000000407edd <+26983>:	lea    rsi,[rip+0xa126]        # 0x41200a
   0x0000000000407ee4 <+26990>:	mov    edi,0x1
   0x0000000000407ee9 <+26995>:	mov    rdx,rax
   0x0000000000407eec <+26998>:	xor    eax,eax
   0x0000000000407eee <+27000>:	call   0x401230 <__printf_chk@plt>
   0x0000000000407ef3 <+27005>:	call   0x4011e0 <geteuid@plt>
   0x0000000000407ef8 <+27010>:	test   eax,eax
   0x0000000000407efa <+27012>:	je     0x4015d9 <win+99>
   0x0000000000407f00 <+27018>:	jmp    0x4015c1 <win+75>
   0x0000000000407f05 <+27023>:	mov    edx,0x100
   0x0000000000407f0a <+27028>:	mov    rsi,rbp
   0x0000000000407f0d <+27031>:	call   0x401200 <read@plt>
   0x0000000000407f12 <+27036>:	test   eax,eax
   0x0000000000407f14 <+27038>:	jg     0x407f40 <win+27082>
   0x0000000000407f16 <+27040>:	call   0x401180 <__errno_location@plt>
   0x0000000000407f1b <+27045>:	mov    edi,DWORD PTR [rax]
   0x0000000000407f1d <+27047>:	call   0x401280 <strerror@plt>
   0x0000000000407f22 <+27052>:	mov    edi,0x1
   0x0000000000407f27 <+27057>:	lea    rsi,[rip+0xa17b]        # 0x4120a9
   0x0000000000407f2e <+27064>:	mov    rdx,rax
   0x0000000000407f31 <+27067>:	xor    eax,eax
   0x0000000000407f33 <+27069>:	call   0x401230 <__printf_chk@plt>
   0x0000000000407f38 <+27074>:	or     edi,0xffffffff
   0x0000000000407f3b <+27077>:	call   0x401260 <exit@plt>
   0x0000000000407f40 <+27082>:	movsxd rdx,eax
   0x0000000000407f43 <+27085>:	mov    rsi,rbp
   0x0000000000407f46 <+27088>:	mov    edi,0x1
   0x0000000000407f4b <+27093>:	call   0x4011a0 <write@plt>
   0x0000000000407f50 <+27098>:	lea    rdi,[rip+0xa1fd]        # 0x412154
   0x0000000000407f57 <+27105>:	call   0x401190 <puts@plt>
   0x0000000000407f5c <+27110>:	lea    rdi,[rip+0xa0a1]        # 0x412004
   0x0000000000407f63 <+27117>:	xor    esi,esi
   0x0000000000407f65 <+27119>:	xor    eax,eax
   0x0000000000407f67 <+27121>:	call   0x401250 <open@plt>
   0x0000000000407f6c <+27126>:	mov    edi,eax
   0x0000000000407f6e <+27128>:	test   eax,eax
   0x0000000000407f70 <+27130>:	jns    0x407fa6 <win+27184>
   0x0000000000407f72 <+27132>:	call   0x401180 <__errno_location@plt>
   0x0000000000407f77 <+27137>:	mov    edi,DWORD PTR [rax]
   0x0000000000407f79 <+27139>:	call   0x401280 <strerror@plt>
   0x0000000000407f7e <+27144>:	lea    rsi,[rip+0xa085]        # 0x41200a
   0x0000000000407f85 <+27151>:	mov    edi,0x1
   0x0000000000407f8a <+27156>:	mov    rdx,rax
   0x0000000000407f8d <+27159>:	xor    eax,eax
   0x0000000000407f8f <+27161>:	call   0x401230 <__printf_chk@plt>
   0x0000000000407f94 <+27166>:	call   0x4011e0 <geteuid@plt>
   0x0000000000407f99 <+27171>:	test   eax,eax
   0x0000000000407f9b <+27173>:	je     0x4015d9 <win+99>
   0x0000000000407fa1 <+27179>:	jmp    0x4015c1 <win+75>
   0x0000000000407fa6 <+27184>:	mov    edx,0x100
   0x0000000000407fab <+27189>:	mov    rsi,rbp
   0x0000000000407fae <+27192>:	call   0x401200 <read@plt>
   0x0000000000407fb3 <+27197>:	test   eax,eax
   0x0000000000407fb5 <+27199>:	jg     0x407fe1 <win+27243>
   0x0000000000407fb7 <+27201>:	call   0x401180 <__errno_location@plt>
   0x0000000000407fbc <+27206>:	mov    edi,DWORD PTR [rax]
   0x0000000000407fbe <+27208>:	call   0x401280 <strerror@plt>
   0x0000000000407fc3 <+27213>:	mov    edi,0x1
   0x0000000000407fc8 <+27218>:	lea    rsi,[rip+0xa0da]        # 0x4120a9
   0x0000000000407fcf <+27225>:	mov    rdx,rax
   0x0000000000407fd2 <+27228>:	xor    eax,eax
   0x0000000000407fd4 <+27230>:	call   0x401230 <__printf_chk@plt>
   0x0000000000407fd9 <+27235>:	or     edi,0xffffffff
   0x0000000000407fdc <+27238>:	call   0x401260 <exit@plt>
   0x0000000000407fe1 <+27243>:	movsxd rdx,eax
   0x0000000000407fe4 <+27246>:	mov    rsi,rbp
   0x0000000000407fe7 <+27249>:	mov    edi,0x1
   0x0000000000407fec <+27254>:	call   0x4011a0 <write@plt>
   0x0000000000407ff1 <+27259>:	lea    rdi,[rip+0xa15c]        # 0x412154
   0x0000000000407ff8 <+27266>:	call   0x401190 <puts@plt>
   0x0000000000407ffd <+27271>:	lea    rdi,[rip+0xa000]        # 0x412004
   0x0000000000408004 <+27278>:	xor    esi,esi
   0x0000000000408006 <+27280>:	xor    eax,eax
   0x0000000000408008 <+27282>:	call   0x401250 <open@plt>
   0x000000000040800d <+27287>:	mov    edi,eax
   0x000000000040800f <+27289>:	test   eax,eax
   0x0000000000408011 <+27291>:	jns    0x408047 <win+27345>
   0x0000000000408013 <+27293>:	call   0x401180 <__errno_location@plt>
   0x0000000000408018 <+27298>:	mov    edi,DWORD PTR [rax]
   0x000000000040801a <+27300>:	call   0x401280 <strerror@plt>
   0x000000000040801f <+27305>:	lea    rsi,[rip+0x9fe4]        # 0x41200a
   0x0000000000408026 <+27312>:	mov    edi,0x1
   0x000000000040802b <+27317>:	mov    rdx,rax
   0x000000000040802e <+27320>:	xor    eax,eax
   0x0000000000408030 <+27322>:	call   0x401230 <__printf_chk@plt>
   0x0000000000408035 <+27327>:	call   0x4011e0 <geteuid@plt>
   0x000000000040803a <+27332>:	test   eax,eax
   0x000000000040803c <+27334>:	je     0x4015d9 <win+99>
   0x0000000000408042 <+27340>:	jmp    0x4015c1 <win+75>
   0x0000000000408047 <+27345>:	mov    edx,0x100
   0x000000000040804c <+27350>:	mov    rsi,rbp
   0x000000000040804f <+27353>:	call   0x401200 <read@plt>
   0x0000000000408054 <+27358>:	test   eax,eax
   0x0000000000408056 <+27360>:	jg     0x408082 <win+27404>
   0x0000000000408058 <+27362>:	call   0x401180 <__errno_location@plt>
   0x000000000040805d <+27367>:	mov    edi,DWORD PTR [rax]
   0x000000000040805f <+27369>:	call   0x401280 <strerror@plt>
   0x0000000000408064 <+27374>:	mov    edi,0x1
   0x0000000000408069 <+27379>:	lea    rsi,[rip+0xa039]        # 0x4120a9
   0x0000000000408070 <+27386>:	mov    rdx,rax
   0x0000000000408073 <+27389>:	xor    eax,eax
   0x0000000000408075 <+27391>:	call   0x401230 <__printf_chk@plt>
   0x000000000040807a <+27396>:	or     edi,0xffffffff
   0x000000000040807d <+27399>:	call   0x401260 <exit@plt>
   0x0000000000408082 <+27404>:	movsxd rdx,eax
   0x0000000000408085 <+27407>:	mov    rsi,rbp
   0x0000000000408088 <+27410>:	mov    edi,0x1
   0x000000000040808d <+27415>:	call   0x4011a0 <write@plt>
   0x0000000000408092 <+27420>:	lea    rdi,[rip+0xa0bb]        # 0x412154
   0x0000000000408099 <+27427>:	call   0x401190 <puts@plt>
   0x000000000040809e <+27432>:	lea    rdi,[rip+0x9f5f]        # 0x412004
   0x00000000004080a5 <+27439>:	xor    esi,esi
   0x00000000004080a7 <+27441>:	xor    eax,eax
   0x00000000004080a9 <+27443>:	call   0x401250 <open@plt>
   0x00000000004080ae <+27448>:	mov    edi,eax
   0x00000000004080b0 <+27450>:	test   eax,eax
   0x00000000004080b2 <+27452>:	jns    0x4080e8 <win+27506>
   0x00000000004080b4 <+27454>:	call   0x401180 <__errno_location@plt>
   0x00000000004080b9 <+27459>:	mov    edi,DWORD PTR [rax]
   0x00000000004080bb <+27461>:	call   0x401280 <strerror@plt>
   0x00000000004080c0 <+27466>:	lea    rsi,[rip+0x9f43]        # 0x41200a
   0x00000000004080c7 <+27473>:	mov    edi,0x1
   0x00000000004080cc <+27478>:	mov    rdx,rax
   0x00000000004080cf <+27481>:	xor    eax,eax
   0x00000000004080d1 <+27483>:	call   0x401230 <__printf_chk@plt>
   0x00000000004080d6 <+27488>:	call   0x4011e0 <geteuid@plt>
   0x00000000004080db <+27493>:	test   eax,eax
   0x00000000004080dd <+27495>:	je     0x4015d9 <win+99>
   0x00000000004080e3 <+27501>:	jmp    0x4015c1 <win+75>
   0x00000000004080e8 <+27506>:	mov    edx,0x100
